"","X","ecoff.zd","ecoff.calc","num.comp","num.obs"
"151",151,24,28.1266386457089,3,1104
"152",152,15,18.9619903267352,2,306
"153",153,20,19.0995697436781,1,739
"154",154,16,15.6654882628094,1,794
"155",155,8,11.2673259000353,3,4776
"156",156,8,15.2920568276968,2,1158
"157",157,16,19.0595598496305,4,18681
"158",158,16,15.7854411573632,1,921
"159",159,17,16.4898639150497,3,2502
"160",160,16,17.1999915183731,2,1273
"161",161,15,14.1302153160296,2,4095
"162",162,16,16.5896449146264,2,420
"163",163,18,18.7096699101254,2,10531
"164",164,22,22.4961471024062,2,1063
"165",165,22,24.4805324320068,2,334
"166",166,21,21.2890488105194,2,1157
"167",167,21,7.99295038363342,1,807
"168",168,24,25.1270040952703,2,4600
"169",169,20,15.1506138128566,1,309
"170",170,23,23.6833522227133,2,1106
"171",171,32,32.9713730095859,1,131
"172",172,20,11.5457169328855,5,4096
"173",173,25,24.5454737501352,2,865
"174",174,30,31.2929854413655,1,308
"175",175,24,24.6581454278505,2,257
"176",176,28,29.2953207052619,1,131
"177",177,20,23.3933252729257,2,363
"178",178,24,25.9601069954319,2,155
"179",179,18,18.0584688008757,1,138
"180",180,19,19.2109857269696,2,203
"181",181,19,18.9192573297368,2,919
"182",182,19,19.8951438656526,1,800
"183",183,19,20.1710558470839,2,8488
"184",184,19,21.8528534910785,1,494
"185",185,19,20.3611772372739,1,173
"186",186,22,21.7783711979657,1,204
"187",187,20,23.1228008590014,3,41715
"188",188,19,20.2469139314554,2,3713
"189",189,25,25.3354503999144,1,244
"190",190,25,26.983158730755,1,139
"191",191,25,24.7047957459719,1,632
"192",192,25,27.8110398538251,2,11131
"193",193,23,21.6945174952216,2,2737
"194",194,25,25.4935282718218,2,206
"195",195,25,25.9127498290814,1,627
"196",196,25,25.2870580591956,2,1671
"197",197,25,27.3194154353667,2,654
"198",198,37,34.0239824382911,1,380
"199",199,25,25.6600084974343,1,751
"200",200,24,24.4860035378059,2,4092
"201",201,27,26.4215647072948,1,403
"202",202,25,25.2854949375633,1,259
"203",203,24,25.7782437968573,1,434
"204",204,29,31.4600472789148,2,131
"205",205,23,24.3012195848012,2,383
"206",206,23,25.8929018548201,1,30
"207",207,23,22.7117040767007,1,155
"208",208,23,0,0,0
"209",209,23,23.2322349346601,1,69
"210",210,23,20.4688510907327,1,16
"211",211,23,26.99607816455,1,21
"212",212,25,13.2909274442659,2,138
"213",213,23,23.5508996103899,2,140
"214",214,23,23.625804423583,2,127
"215",215,24,22.4975714446974,2,178
"216",216,23,23.6843710858861,2,143
"217",217,23,21.9970042086264,2,1245
"218",218,29,28.5520854117103,1,307
"219",219,23,21.8017133014806,2,267
"220",220,26,28.0320537986199,1,131
"221",221,24,24.0428901366746,2,2079
"222",222,27,26.6663636838574,2,439
"223",223,24,26.0715325039161,1,98
"224",224,20,20.9317526252776,2,138
"225",225,22,23.5860818019351,2,261
"226",226,30,30.1817714975713,2,977
"227",227,23,24.6736969677524,3,3837
"228",228,23,22.6279991897871,1,380
"229",229,23,21.5439832872605,2,394
"230",230,12,11.7600445860999,2,569
"231",231,12,7.60417974282125,1,152
"232",232,12,11.9336804004752,1,44
"233",233,14,14.6733169585656,1,377
"234",234,15,15.0593603192959,1,193
"235",235,12,11.2741457217946,2,351
"236",236,18,17.0836586995932,2,510
"237",237,22,25.8083396089819,2,30
"238",238,22,22.8550287163159,2,206
"239",239,22,0,0,0
"240",240,22,23.8318899492379,2,74
"241",241,22,24.6317745619759,1,16
"242",242,22,25.1291106863752,1,21
"243",243,15,18.1720978066835,2,8868
"244",244,11,15.298281090873,3,40797
"245",245,16,16.8492361119666,1,1508
"246",246,17,16.8507761465943,2,1759
"247",247,12,13.8662713323677,2,5605
"248",248,25,26.5533859571551,2,243
"249",249,22,20.7065605870446,1,166
"250",250,17,16.7523416343472,3,14154
"251",251,17,22.1472629008054,2,1405
"252",252,17,21.9037876857492,1,332
"253",253,17,18.4608705728287,2,1518
"254",254,12,13.1104230088446,1,125
"255",255,15,15.7072192494575,1,106
"256",256,15,16.30500419538,2,226
"257",257,12,11.171703123105,2,2888
"258",258,15,15.3454924019217,2,389
"259",259,24,23.1685578730935,2,862
"260",260,30,29.7806132423041,1,307
"261",261,22,23.1085012953989,2,257
"262",262,27,28.2781231698251,1,131
"263",263,20,21.5873218848234,2,375
"264",264,20,21.9698118259521,2,206
"265",265,15,15.5874074292365,1,201
"266",266,20,22.3804969165794,3,3031
"267",267,24,24.2340325919951,2,1506
"268",268,19,18.762539981746,1,47
"269",269,19,17.016297778701,1,19
"270",270,19,20.5704892778582,2,48
"271",271,20,20.048178815197,2,350
"272",272,17,14.267312885318,1,54
"273",273,17,14.5330792787304,1,145
"274",274,20,15.1003590679371,1,19
"275",275,20,23.6395270400093,2,81
"276",276,19,23.1032718092714,2,102
"277",277,19,20.1940335582029,2,500
"278",278,19,18.0977936783002,1,421
"279",279,19,19.0672903843169,2,1111
"280",280,19,19.7270925896871,1,217
"281",281,20,20.239068768829,2,36460
"282",282,17,19.4878784285693,2,1435
"283",283,17,18.4528025558951,2,3998
"284",284,20,21.3494756436244,2,329
"285",285,20,24.0329599904197,2,2255
"286",286,19,20.341097493959,2,4155
"287",287,21,20.8452959060608,1,515
"288",288,23,22.6730086616527,1,196
"289",289,21,26.2094981913187,1,15
"290",290,20,21.0435106836678,2,307
"291",291,25,24.8861772567097,3,13170
"292",292,26,29.0938720044321,2,1050
"293",293,20,22.060489767237,1,135
"294",294,23,24.0167655054349,1,86
"295",295,23,23.2064134788904,1,194
"296",296,25,22.7033737146241,1,2895
"297",297,23,21.9973265836216,1,308
"298",298,16,17.5634073547605,2,250
"299",299,16,16.6708149830522,2,157
"300",300,15,14.540165971574,1,133
"301",301,18,17.1057285554129,1,155
"302",302,12,12.860780714648,1,312
"303",303,23,24.6209735870398,1,131
"304",304,22,23.599991335411,1,122
"305",305,22,23.4935302626605,1,107
"306",306,25,19.5903661612605,1,156
"307",307,22,25.3081042268804,2,128
"308",308,30,32.9532835236242,2,376
"309",309,30,31.9408920121278,3,2656
"310",310,25,26.5463613831587,3,3885
"311",311,25,27.2664498898516,1,638
"312",312,24,23.1123479094528,1,459
"313",313,17,16.8559620426707,2,382
"314",314,22,23.2597566056372,3,3520
"315",315,22,22.6493854162859,2,223
"316",316,24,10.0939286159468,3,938
"317",317,22,22.5455282170272,2,373
"318",318,22,22.1793246308979,3,715
"319",319,25,22.4235211323691,3,2969
"320",320,22,22.5458210108273,2,3229
"321",321,23,22.5524331306675,1,351
"322",322,18,6.15348761264865,2,144
"323",323,17,21.1329059004958,2,105
"324",324,17,2.32228845099385,2,360
"325",325,17,16.9672952196476,2,172
"326",326,17,18.6930238929366,2,307
"327",327,16,14.0909869724219,1,368
"328",328,16,16.6385936753836,1,287
"329",329,16,15.83557602773,2,867
"330",330,16,18.2300159807045,3,23576
"331",331,16,15.4783318475071,1,313
"332",332,16,15.4151209920074,1,1062
"333",333,16,16.6412973102881,3,2761
"334",334,16,18.4435697178652,2,226
"335",335,16,17.6954858917965,2,1560
"336",336,16,17.886231333833,2,4094
"337",337,16,12.6938695257953,1,309
"338",338,18,19.0308514554033,2,10450
"339",339,22,20.8607028851078,2,1046
"340",340,22,4.86024971277418,3,1572
"341",341,22,22.334161257484,1,327
"342",342,20,21.8713397802477,2,517
"343",343,20,20.9146471458278,1,404
"344",344,19,20.4909383174026,2,772
"345",345,21,22.8078066182721,2,8814
"346",346,20,21.8221407974587,2,40863
"347",347,20,22.1439761845033,2,1278
"348",348,18,19.351361783199,2,3764
"349",349,23,24.5768649674623,2,434
"350",350,19,20.6996721592368,2,1238
"351",351,23,24.3557272641355,2,1510
"352",352,23,21.709343863877,1,212
"353",353,23,26.2413759221826,1,108
"354",354,23,22.3085513246982,1,100
"355",355,16,23.533823661795,2,4452
"356",356,23,25.0889346039642,2,3888
"357",357,19,20.5530408853492,2,1163
"358",358,29,30.3832049803229,2,657
"359",359,16,15.5957287504292,1,639
"360",360,23,20.9204344759899,1,462
"361",361,17,24.9568939762731,2,10941
"362",362,16,14.2066577293042,1,412
"363",363,20,19.7309187158313,1,134
"364",364,18,18.2807008239229,2,2940
"365",365,12,12.1205353186602,2,9960
"366",366,12,15.6807143891942,2,1615
"367",367,13,13.5875993561281,1,841
"368",368,16,16.7308585263254,1,200
